INCIDENT NUMBER,SHOOTING TYPE,INCIDENT DATE,INCIDENT YEAR,INCIDENT LOCATION,CITY,STATE,ZIP,REPORTING DISTRICT,GEO LOCATION,HANDLING UNIT ID,HANDLING UNIT NAME,HIT SHOOTING,NON HIT SHOOTING,ANIMAL SHOOTING,OTHER SHOOTING,UNINTENTIONAL DISCHARGE,WARNING SHOT,APPROX_LATITUDE,APPROX_LONGITUDE
1000221,5,01/04/2013 08:55:00 PM,2013,400 BAUCHET STREET,LOS ANGELES,CA,90012,5100,"400 BAUCHET STREET
LOS ANGELES, CA 90012
(34.058657, -118.233016)",MCJ,MEN'S CENTRAL JAIL,,,,,1,,34.058657,-118.233016
1001303,3,10/11/2017 01:07:00 AM,2017,1500 1/2 WERST 105TH STREET,LOS ANGELES,CA,90047,,"1500 1/2 WERST 105TH STREET
LOS ANGELES, CA 90047
(33.940947, -118.304641)",SLA,SOUTH LOS ANGELES STATION,,,1,,,,33.940947,-118.304641
1000429,1,12/23/2012 07:01:00 AM,2012,7700 NORWALK BLVD,WHITTIER,CA,90606,1278,"7700 NORWALK BLVD
WHITTIER, CA 90606
(33.975299, -118.075184)",SEB,SPECIAL ENFORCEMENT BUR,1,,,,,,33.975299,-118.075184
1000345,1,03/10/2011 08:35:00 PM,2011,3300 FAIRMAN ST,LAKEWOOD,CA,90723,1323,"3300 FAIRMAN ST
LAKEWOOD, CA 90723
(33.841764, -118.153149)",LKD,LAKEWOOD STN,1,,,,,,33.841764,-118.153149
1000350,2,04/11/2011 11:20:00 PM,2011,1100 DOHENY DRIVE,WEST HOLLYWOOD,CA,90069,0978,"1100 DOHENY DRIVE
WEST HOLLYWOOD, CA 90069
(34.090586, -118.38975)",WHD,WEST HOLLYWOOD STN,,1,,,,,34.090586,-118.38975
1000494,1,08/09/2014 04:12:00 AM,2014,GRAND AVENUE AND PACIFIC BOULEVARD,WALNUT PARK,CA,90255,6835,"GRAND AVENUE AND PACIFIC BOULEVARD
WALNUT PARK, CA 90255
(33.969153, -118.225208)",TBS,TRANSIT BUREAU SOUTH,1,,,,,,33.969153,-118.225208
1000142,3,12/30/2013 09:15:00 PM,2013,200 CALLE LUNA,WALNUT,CA,91789,2917,"200 CALLE LUNA
WALNUT, CA 91789
(34.014061, -117.875829)",WAL,WALNUT/SAN DIMAS STN,,,1,,,,34.014061,-117.875829
1000195,5,12/28/2010 07:30:00 PM,2010,33100 SANTIAGO ROAD,ACTON,CA,93510,2646,"33100 SANTIAGO ROAD
ACTON, CA 93510
(34.485541, -118.164173)",PLM,PALMDALE STN,,,,,1,,34.485541,-118.164173
1000402,1,05/23/2012 10:48:00 AM,2012,1000 W STOCKWELL STREET,COMPTON,CA,90222,2812,"1000 W STOCKWELL STREET
COMPTON, CA 90222
(33.909089, -118.243098)",TST,TRANSPORTATION BUREAU,1,,,,,,33.909089,-118.243098
1000358,1,07/21/2011 12:33:00 PM,2011,1000 WEST WASHINGTON BOULEVARD,LOS ANGELES,CA,90015,1499,"1000 WEST WASHINGTON BOULEVARD
LOS ANGELES, CA 90015
(34.03813, -118.280456)",IDT,INDUSTRY STN,1,,,,,,34.03813,-118.280456
1000493,1,08/01/2014 04:49:00 AM,2014,9000 ROSEHEDGE DRIVE,PICO RIVERA,CA,90660,1514,"9000 ROSEHEDGE DRIVE
PICO RIVERA, CA 90660
(33.993633, -118.087458)",PRV,PICO RIVERA STN,1,,,,,,33.993633,-118.087458
1000296,1,04/18/2010 12:42:00 AM,2010,11700 WILLOWBROOK AVENUE,LOS ANGELES,CA,90059,6851,"11700 WILLOWBROOK AVENUE
LOS ANGELES, CA 90059
(33.926853, -118.236724)",TSB,TRANSIT SERVICES BUREAU,1,,,,,,33.926853,-118.236724
1000346,1,03/12/2011 02:52:00 AM,2011,700 E. EL SEGUNDO BLVD.,LOS ANGELES,CA,90059,2142,"700 E. EL SEGUNDO BLVD.
LOS ANGELES, CA 90059
(33.916347, -118.262711)",CEN,CENTURY STN,1,,,,,,33.916347,-118.262711
1000438,1,05/01/2013 07:25:00 PM,2013,ADON AVENUE EAST AND SIERRA HIGHWAY,CANYON COUNTRY,CA,91351,0631,"ADON AVENUE EAST AND SIERRA HIGHWAY
CANYON COUNTRY, CA 91351
(34.42545699791154845325, -118.44879297512091453225)",SCV,SANTA CLARITA VALLEY STN,1,,,,,,34.425456997911548,-118.448792975120915
1000804,2,06/23/2016 10:49:00 PM,2016,16600 LISA AVENUE,BELLFLOWER,CA,90707,1334,"16600 LISA AVENUE
BELLFLOWER, CA 90707
(33.882937, -118.141291)",LKD,LAKEWOOD STN,,1,,,,,33.882937,-118.141291
1000139,3,11/08/2013 03:19:00 PM,2013,1600 W. IMPERIAL HIGHWAY,LOS ANGELES,CA,90047,0374,"1600 W. IMPERIAL HIGHWAY
LOS ANGELES, CA 90047
(33.93089, -118.30466)",SLA,SOUTH LOS ANGELES STATION,,,1,,,,33.93089,-118.30466
1000387,1,03/04/2012 12:27:00 AM,2012,100 144TH STREET AND CENTRAL AVENUE,COMPTON,CA,90220,2199,"100 144TH STREET AND CENTRAL AVENUE
COMPTON, CA 90220
(33.901696, -118.253296)",CEN,CENTURY STN,1,,,,,,33.901696,-118.253296
1000683,1,02/11/2016 06:42:00 PM,2016,2800 LA VIDA DRIVE,LANCASTER,CA,93535,1137,"2800 LA VIDA DRIVE
LANCASTER, CA 93535
(34.682284, -118.079249)",LCS,LANCASTER STN,1,,,,,,34.682284,-118.079249
1000976,2,12/27/2016 02:15:00 PM,2016,500 WEST COMPTON BOULEVARD,COMPTON,CA,90220,2822,"500 WEST COMPTON BOULEVARD
COMPTON, CA 90220
(33.895909, -118.233816)",COM,COMPTON STN,,1,,,,,33.895909,-118.233816
1000266,5,11/23/2014 07:45:00 AM,2014,15600 KERVIN AVENUE,PARAMOUNT,CA,90723,1369,"15600 KERVIN AVENUE
PARAMOUNT, CA 90723
(33.891918, -118.145797)",LKD,LAKEWOOD STN,,,,,1,,33.891918,-118.145797
1000806,5,07/20/2016 03:25:00 AM,2016,1600 EAST 76TH STREET,LOS ANGELES,CA,90001,2172,"1600 EAST 76TH STREET
LOS ANGELES, CA 90001
(33.971215, -118.244449)",CEN,CENTURY STN,,,,,1,,33.971215,-118.244449
1000363,1,10/13/2011 11:40:00 AM,2011,3100 HEATHER AVENUE,PALMDALE,CA,93550,2608,"3100 HEATHER AVENUE
PALMDALE, CA 93550
(34.566778, -118.074555)",PLM,PALMDALE STN,1,,,,,,34.566778,-118.074555
1000244,5,03/28/2014 10:15:00 AM,2014,600 E. LONG BEACH BOULEVARD,COMPTON,CA,90221,2824,"600 E. LONG BEACH BOULEVARD
COMPTON, CA 90221
(33.890954, -118.207596)",COM,COMPTON STN,,,,,1,,33.890954,-118.207596
1000175,3,08/27/2012 09:30:00 AM,2012,MARKRIDGE ROAD AND RAMSDALE AVENUE,LA CRESCENTA,CA,91214,1285,"MARKRIDGE ROAD AND RAMSDALE AVENUE
LA CRESCENTA, CA 91214
(34.24250198582082720525, -118.24414001165050617585)",CVS,CRESCENTA VALLEY STATION,,,1,,,,34.242501985820827,-118.244140011650506
1000085,3,05/26/2012 03:30:00 PM,2012,SAN FRANCISQUITO ROAD,GREEN VALLEY,CA,91390,2655,"SAN FRANCISQUITO ROAD
GREEN VALLEY, CA 91390
(34.626461, -118.408021)",PKB,PARKS BUREAU,,,1,,,,34.626461,-118.408021
1000193,5,08/18/2010 05:50:00 AM,2010,27600 AVENIDA DEL MESA,RANCHO PALOS VERDES,CA,90275,1747,"27600 AVENIDA DEL MESA
RANCHO PALOS VERDES, CA 90275
(33.770069, -118.316115)",LMT,LOMITA STN,,,,,1,,33.770069,-118.316115
1000446,1,06/21/2013 09:26:00 PM,2013,1300 102ND STREET,LOS ANGELES,CA,90044,0372,"1300 102ND STREET
LOS ANGELES, CA 90044
(33.944089, -118.298492)",SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.944089,-118.298492
1000123,3,04/06/2013 10:45:00 PM,2013,800 W. 104TH STREET,LOS ANGELES,CA,90044,0399,"800 W. 104TH STREET
LOS ANGELES, CA 90044
(33.942325, -118.28958)",OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,33.942325,-118.28958
1000149,3,09/15/2014 01:00:00 PM,2014,5200 CHESEBRO ROAD,AGOURA HILLS,CA,91301,2223,"5200 CHESEBRO ROAD
AGOURA HILLS, CA 91301
(34.143603, -118.740598)",LHS,LOS HILLS STATION,,,1,,,,34.143603,-118.740598
1001097,5,03/10/2017 06:15:00 PM,2017,200 S WESCOTT AVENUE,EAST LOS ANGELES,CA,90022,0282,"200 S WESCOTT AVENUE
EAST LOS ANGELES, CA 90022
(34.03445, -118.153295)",ELA,EAST LA STN,,,,,1,,34.03445,-118.153295
1000167,3,01/26/2015 09:30:00 PM,2015,4600 170TH STREET,LAWNDALE,CA,90260,0333,"4600 170TH STREET
LAWNDALE, CA 90260
(33.876628, -118.357752)",SLA,SOUTH LOS ANGELES STATION,,,1,,,,33.876628,-118.357752
1001403,1,02/04/2018 08:17:00 PM,2018,1200 W 107TH STREET,LOS ANGELES,CA,90044,0375,"1200 W 107TH STREET
LOS ANGELES, CA 90044
(33.93882, -118.296901)",SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.93882,-118.296901
1000481,2,04/12/2014 09:50:00 PM,2014,6000 6TH ST AND SCHOOL AVE,LOS ANGELES,CA,90022,0287,"6000 6TH ST AND SCHOOL AVE
LOS ANGELES, CA 90022
(34.02163033089235938466, -118.14077009956585543488)",ELA,EAST LA STN,,1,,,,,34.021630330892359,-118.140770099565855
1000807,3,07/20/2016 04:45:00 AM,2016,8700 WEST AVENUE H,LANCASTER,CA,93536,1187,"8700 WEST AVENUE H
LANCASTER, CA 93536
(34.718287, -118.289441)",LCS,LANCASTER STN,,,1,,,,34.718287,-118.289441
1000202,5,05/23/2011 08:05:00 PM,2011,700 N. SAN VICENTE BOULEVARD,WEST HOLLYWOOD,CA,90069,0972,"700 N. SAN VICENTE BOULEVARD
WEST HOLLYWOOD, CA 90069
(34.083072, -118.3838)",WHD,WEST HOLLYWOOD STN,,,,,1,,34.083072,-118.3838
1001167,5,07/05/2017 01:00:00 AM,2017,200 W. TEMPLE STREET,LOS ANGELES,CA,90012,8507,"200 W. TEMPLE STREET
LOS ANGELES, CA 90012
(34.055774, -118.24288)",CSB,COUNTY SERVICES BUREAU,,,,,1,,34.055774,-118.24288
1000459,2,09/22/2013 04:25:00 PM,2013,7300 ALONDRA BLVD,PARAMOUNT,CA,90723,1367,"7300 ALONDRA BLVD
PARAMOUNT, CA 90723
(33.889076, -118.171578)",LKD,LAKEWOOD STN,,1,,,,,33.889076,-118.171578
1000530,1,07/03/2015 11:30:00 PM,2015,3100 W. AVENUE K-4,LANCASTER,CA,93536,1192,"3100 W. AVENUE K-4
LANCASTER, CA 93536
(34.733112, -118.182423)",OSS,OPERATION SAFE STREETS BUREAU,1,,,,,,34.733112,-118.182423
1000318,1,10/10/2010 12:23:00 AM,2010,LONG BEACH BLVD. AND JOSEPHINE STREET,LYNWOOD,CA,90262,2117,"LONG BEACH BLVD. AND JOSEPHINE STREET
LYNWOOD, CA 90262
(33.92126399268968097549, -118.20953801765011560508)",CEN,CENTURY STN,1,,,,,,33.921263992689681,-118.209538017650116
1000462,1,10/06/2013 03:30:00 PM,2013,6000 BLOCK OF WEST VENICE BLVD,LOS ANGELES,CA,90034,6893,"6000 BLOCK OF WEST VENICE BLVD
LOS ANGELES, CA 90034
(34.006282, -118.428977)",TSB,TRANSIT SERVICES BUREAU,1,,,,,,34.006282,-118.428977
1000449,1,06/27/2013 07:05:00 AM,2013,6600 117TH STREET EAST,LITTLE ROCK,CA,93543,2664,"6600 117TH STREET EAST
LITTLE ROCK, CA 93543
(34.557516, -117.919886)",NAR,NARCOTICS BUREAU,1,,,,,,34.557516,-117.919886
1000383,2,02/11/2012 04:30:00 AM,2012,4100 MARIS AVENUE,PICO RIVERA,CA,90660,1510,"4100 MARIS AVENUE
PICO RIVERA, CA 90660
(34.014831, -118.080655)",PRV,PICO RIVERA STN,,1,,,,,34.014831,-118.080655
1000189,5,03/17/2010 11:00:00 AM,2010,400 BAUCHET STREET,LOS ANGELES,CA,90012,5100,"400 BAUCHET STREET
LOS ANGELES, CA 90012
(34.058657, -118.233016)",CSC,COURT SERVICES CENTRAL,,,,,1,,34.058657,-118.233016
1000453,2,08/26/2013 03:30:00 AM,2013,1200 123RD STREET,LOS ANGELES,CA,90044,0378,"1200 123RD STREET
LOS ANGELES, CA 90044
(33.921184, -118.296362)",SLA,SOUTH LOS ANGELES STATION,,1,,,,,33.921184,-118.296362
1000205,5,11/04/2011 06:45:00 AM,2011,400 BAUCHET STREET,LOS ANGELES,CA,90012,5100,"400 BAUCHET STREET
LOS ANGELES, CA 90012
(34.058657, -118.233016)",IRC,INMATE RECEPTION CENTER,,,,,1,,34.058657,-118.233016
1000265,5,11/22/2014 09:55:00 PM,2014,100 N. HUDSON AVENUE,CITY OF INDUSTRY,CA,91744,1414,"100 N. HUDSON AVENUE
CITY OF INDUSTRY, CA 91744
(34.024565, -117.959871)",IDT,INDUSTRY STN,,,,,1,,34.024565,-117.959871
1000117,3,05/14/2011 05:35:00 PM,2011,45100 70TH STREET WEST,LANCASTER,CA,93536,1159,"45100 70TH STREET WEST
LANCASTER, CA 93536
(34.703149, -118.254361)",LCS,LANCASTER STN,,,1,,,,34.703149,-118.254361
1000758,5,05/22/2016 03:18:00 AM,2016,15600 HAWTHORNE BOULEVARD,LAWNDALE,CA,90260,0331,"15600 HAWTHORNE BOULEVARD
LAWNDALE, CA 90260
(33.888519, -118.351507)",SLA,SOUTH LOS ANGELES STATION,,,,,1,,33.888519,-118.351507
1000523,1,05/05/2015 12:43:00 PM,2015,10400 ENLOE STREET,EL MONTE,CA,91733,0560,"10400 ENLOE STREET
EL MONTE, CA 91733
(34.053666, -118.045247)",TEM,TEMPLE CITY STN,1,,,,,,34.053666,-118.045247
1000055,3,12/20/2010 11:45:00 AM,2010,20TH STREET E. AND  E. AVENUE R,PALMDALE,CA,93550,2608,"20TH STREET E. AND E. AVENUE R
PALMDALE, CA 93550
(34.57270799786803724995, -118.0939590209064151166)",COP,COPS BUREAU,,,1,,,,34.572707997868037,-118.093959020906415
1000132,3,07/13/2013 09:22:00 PM,2013,YUCCA AVENUE AND NUGENT STREET,LANCASTER,CA,93534,1133,"YUCCA AVENUE AND NUGENT STREET
LANCASTER, CA 93534
(34.693156, -118.134141)",LCS,LANCASTER STN,,,1,,,,34.693156,-118.134141
1000507,1,11/30/2014 01:00:00 AM,2014,23900 MARBELLA AVE.,CARSON,CA,90745,1624,"23900 MARBELLA AVE.
CARSON, CA 90745
(33.808013, -118.270683)",CSN,CARSON STN,1,,,,,,33.808013,-118.270683
1000369,1,12/16/2011 03:34:00 AM,2011,14500 EAST VALLEY BLVD,LA PUENTE,CA,91746,1463,"14500 EAST VALLEY BLVD
LA PUENTE, CA 91746
(34.03525053834556409175, -117.97699300116034737201)",IDT,INDUSTRY STN,1,,,,,,34.035250538345564,-117.976993001160347
1000801,5,06/29/2016 08:30:00 AM,2016,300 S. PICKERING WAY,MONTEBELLO,CA,90640,0299,"300 S. PICKERING WAY
MONTEBELLO, CA 90640
(34.009429, -118.124302)",COP,COPS BUREAU,,,,,1,,34.009429,-118.124302
1000914,1,10/31/2016 12:05:00 PM,2016,9400 PENFIELD AVENUE,CHATSWORTH,CA,91311,4468,"9400 PENFIELD AVENUE
CHATSWORTH, CA 91311
(34.241272, -118.570275)",WST,COURT SERVICES WEST,1,,,,,,34.241272,-118.570275
1000006,3,11/16/2010 12:54:00 PM,2010,3200 CABANA LANE,LANCASTER,CA,93536,1192,"3200 CABANA LANE
LANCASTER, CA 93536
(34.670523, -118.188021)",LCS,LANCASTER STN,,,1,,,,34.670523,-118.188021
1000334,1,12/21/2010 05:50:00 PM,2010,6800 AGAVE STREET,LANCASTER,CA,93536,1181,"6800 AGAVE STREET
LANCASTER, CA 93536
(34.647256, -118.25124)",LCS,LANCASTER STN,1,,,,,,34.647256,-118.25124
1000471,1,11/15/2013 06:41:00 PM,2013,2400 EARLE AVENUE,ROSEMEAD,CA,91770,0533,"2400 EARLE AVENUE
ROSEMEAD, CA 91770
(34.055388, -118.08504)",TEM,TEMPLE CITY STN,1,,,,,,34.055388,-118.08504
1000089,3,06/25/2012 02:45:00 PM,2012,10400 VULTEE AVENUE,DOWNEY,CA,90241,3613,"10400 VULTEE AVENUE
DOWNEY, CA 90241
(33.943474, -118.118484)",NARCO,NARCOTICS BUREAU,,,1,,,,33.943474,-118.118484
1000432,1,02/19/2013 08:31:00 PM,2013,400 EAST DARLAN STREET,GARDENA,CA,90248,2871,"400 EAST DARLAN STREET
GARDENA, CA 90248
(33.89015, -118.269814)",COM,COMPTON STN,1,,,,,,33.89015,-118.269814
1000487,1,05/24/2014 01:50:00 AM,2014,8400 SUNSET BLVD,WEST HOLLYWOOD,CA,90069,0987,"8400 SUNSET BLVD
WEST HOLLYWOOD, CA 90069
(34.095248, -118.372652)",WHD,WEST HOLLYWOOD STN,1,,,,,,34.095248,-118.372652
1000437,2,05/01/2013 03:10:00 PM,2013,109TH STREET AND WILMINGTON AVENUE,LOS ANGELES,CA,90059,2199,"109TH STREET AND WILMINGTON AVENUE
LOS ANGELES, CA 90059
(33.93709699699830668175, -118.2390260105214329152)",CEN,CENTURY STN,,1,,,,,33.937096996998307,-118.239026010521433
1000109,3,11/28/2012 05:50:00 AM,2012,3000 E. AVENUE K-4,LANCASTER,CA,93535,1137,"3000 E. AVENUE K-4
LANCASTER, CA 93535
(34.671598, -118.076813)",LCS,LANCASTER STN,,,1,,,,34.671598,-118.076813
1000534,2,07/31/2015 09:15:00 PM,2015,700 WEST LAUREL STREET,COMPTON,CA,90220,2835,"700 WEST LAUREL STREET
COMPTON, CA 90220
(33.892863, -118.236222)",COM,COMPTON STN,,1,,,,,33.892863,-118.236222
1000143,3,01/16/2014 08:20:00 AM,2014,9500 BANTA ROAD,PICO RIVERA,CA,90660,1511,"9500 BANTA ROAD
PICO RIVERA, CA 90660
(34.013747, -118.071077)",OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,34.013747,-118.071077
1000101,3,10/04/2012 08:10:00 AM,2012,7600 MANZANAR AVENUE,PICO RIVERA,CA,90660,1516,"7600 MANZANAR AVENUE
PICO RIVERA, CA 90660
(33.97467, -118.104941)",COP,COPS BUREAU,,,1,,,,33.97467,-118.104941
1000521,1,03/25/2015 12:00:00 AM,2015,102ND STREET AND S. VERMONT AVE,LOS ANGELES,CA,90044,0577,"102ND STREET AND S. VERMONT AVE
LOS ANGELES, CA 90044
(33.94408299312416425025, -118.29182501144271153503)",SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.944082993124164,-118.291825011442712
1000162,3,05/30/2015 08:25:00 PM,2015,15600 S. FRAILEY AVENUE,EAST RANCHO DOMINGUEZ,CA,90221,2852,"15600 S. FRAILEY AVENUE
EAST RANCHO DOMINGUEZ, CA 90221
(33.891571, -118.190918)",COM,COMPTON STN,,,1,,,,33.891571,-118.190918
1000475,1,01/30/2014 08:22:00 PM,2014,SOLEDAD CANYON ROAD AND SHANGRI LA DRIVE,SANTA CLARITA,CA,91351,0613,"SOLEDAD CANYON ROAD AND SHANGRI LA DRIVE
SANTA CLARITA, CA 91351
(34.41602698620244753981, -118.45865697431231854919)",SCV,SANTA CLARITA VALLEY STN,1,,,,,,34.416026986202448,-118.458656974312319
1000240,5,01/17/2014 03:30:00 PM,2014,18900 BACHELIN STREET,ROWLAND HEIGHTS,CA,91748,2932,"18900 BACHELIN STREET
ROWLAND HEIGHTS, CA 91748
(33.975767, -117.889387)",WAL,WALNUT/SAN DIMAS STN,,,,,1,,33.975767,-117.889387
1000895,1,10/05/2016 12:30:00 PM,2016,3000 WEST AVENUE K,LANCASTER,CA,93536,1121,"3000 WEST AVENUE K
LANCASTER, CA 93536
(34.674942, -118.185427)",LCS,LANCASTER STN,1,,,,,,34.674942,-118.185427
1000170,3,08/14/2010 04:00:00 AM,2010,300 E. 76TH STREET,LOS ANGELES,CA,90003,0263,"300 E. 76TH STREET
LOS ANGELES, CA 90003
(33.971319, -118.269362)",ELA,EAST LA STN,,,1,,,,33.971319,-118.269362
1000177,3,08/06/2014 06:05:00 AM,2014,12300 224TH STREET,HAWAIIAN GARDENS,CA,90716,1351,"12300 224TH STREET
HAWAIIAN GARDENS, CA 90716
(33.825483, -118.069783)",LKD,LAKEWOOD STN,,,1,,,,33.825483,-118.069783
1000252,5,08/24/2014 09:00:00 PM,2014,400 BAUCHET STREET,LOS ANGELES,CA,90012,5100,"400 BAUCHET STREET
LOS ANGELES, CA 90012
(34.058657, -118.233016)",IRC,INMATE RECEPTION CENTER,,,,,1,,34.058657,-118.233016
1000447,1,06/22/2013 09:44:00 PM,2013,15600 LOUKELTON STREET,LA PUENTE,CA,91744,1432,"15600 LOUKELTON STREET
LA PUENTE, CA 91744
(34.034448, -117.94669)",IDT,INDUSTRY STN,1,,,,,,34.034448,-117.94669
1000812,1,08/07/2016 12:20:00 PM,2016,10200 INGLEWOOD AVENUE,LENNOX,CA,90304,0380,"10200 INGLEWOOD AVENUE
LENNOX, CA 90304
(33.94186, -118.361324)",SEB,SPECIAL ENFORCEMENT BUR,1,,,,,,33.94186,-118.361324
1000223,5,02/07/2013 05:35:00 AM,2013,4500 SARATOGA AVENUE,LOS ALAMITOS,CA,90270,1399,"4500 SARATOGA AVENUE
LOS ALAMITOS, CA 90270
(33.795593, -118.054466)",LKD,LAKEWOOD STN,,,,,1,,33.795593,-118.054466
1000281,5,07/02/2015 07:03:00 AM,2015,300 N. CALIFORNIA AVENUE,LA PUENTE,CA,91744,3614,"300 N. CALIFORNIA AVENUE
LA PUENTE, CA 91744
(34.033431, -117.967292)",NARCO,NARCOTICS BUREAU,,,,,1,,34.033431,-117.967292
1000357,2,07/23/2011 01:58:00 AM,2011,9200 WOODLEY AVENUE,LOS ANGELES,CA,91343,6885,"9200 WOODLEY AVENUE
LOS ANGELES, CA 91343
(34.237522, -118.485047)",TSB,TRANSIT SERVICES BUREAU,,1,,,,,34.237522,-118.485047
1001202,5,08/04/2017 11:30:00 PM,2017,1600 EAST 220TH STREET,CARSON,CA,90248,1620,"1600 EAST 220TH STREET
CARSON, CA 90248
(33.827838, -118.243633)",CSN,CARSON STN,,,,,1,,33.827838,-118.243633
1000415,2,09/02/2012 08:55:00 AM,2012,1600 DURFEE AVENUE,SOUTH EL MONTE,CA,91733,0562,"1600 DURFEE AVENUE
SOUTH EL MONTE, CA 91733
(34.040611, -118.03605)",TEM,TEMPLE CITY STN,,1,,,,,34.040611,-118.03605
1000420,1,10/18/2012 01:04:00 AM,2012,500 E. HARDY STREET,INGLEWOOD,CA,90301,0399,"500 E. HARDY STREET
INGLEWOOD, CA 90301
(33.949088, -118.349176)",SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.949088,-118.349176
1000937,5,12/09/2016 10:15:00 PM,2016,44000 SIERRA HIGHWAY,LANCASTER,CA,93534,1123,"44000 SIERRA HIGHWAY
LANCASTER, CA 93534
(34.684313, -118.134332)",LCS,LANCASTER STN,,,,,1,,34.684313,-118.134332
1000681,5,02/10/2016 03:47:00 AM,2016,1100 N. ALAMEDA STREET,WILMINGTON,CA,90744,1699,"1100 N. ALAMEDA STREET
WILMINGTON, CA 90744
(33.78658, -118.242582)",CSN,CARSON STN,,,,,1,,33.78658,-118.242582
1000414,1,08/29/2012 05:57:00 PM,2012,21200 SOUTH FIGUEROA STREET,CARSON,CA,90745,1617,"21200 SOUTH FIGUEROA STREET
CARSON, CA 90745
(33.836654, -118.285976)",CSN,CARSON STN,1,,,,,,33.836654,-118.285976
1001327,2,11/20/2017 04:57:00 PM,2017,11900 168TH STREET,ARTESIA,CA,90701,1348,"11900 168TH STREET
ARTESIA, CA 90701
(33.878192, -118.076898)",NWK,NORWALK REGIONAL STN,,1,,,,,33.878192,-118.076898
1000955,5,12/22/2016 10:45:00 PM,2016,600 N. BANNA AVENUE,COVINA,CA,91724,,"600 N. BANNA AVENUE
COVINA, CA 91724
(34.091971, -117.85944)",CMU,CIVIL MANAGEMENT UNIT,,,,,1,,34.091971,-117.85944
1000517,1,03/12/2015 06:36:00 PM,2015,2400 FLOWER STREET,WALNUT PARK,CA,90255,2178,"2400 FLOWER STREET
WALNUT PARK, CA 90255
(33.971357, -118.230225)",CEN,CENTURY STN,1,,,,,,33.971357,-118.230225
1000798,1,06/11/2016 02:30:00 PM,2016,5200 CORONA AVENUE,MAYWOOD,CA,90270,0250,"5200 CORONA AVENUE
MAYWOOD, CA 90270
(33.994163, -118.193314)",ELA,EAST LA STN,1,,,,,,33.994163,-118.193314
1000255,5,09/04/2014 10:59:00 AM,2014,800 MAPLE AVENUE,TORRANCE,CA,90503,4490,"800 MAPLE AVENUE
TORRANCE, CA 90503
(33.839259, -118.340066)",COP,COPS BUREAU,,,,,1,,33.839259,-118.340066
1000510,1,12/31/2014 05:00:00 PM,2014,100 WEST COMPTON BLVD,COMPTON,CA,90220,2814,"100 WEST COMPTON BLVD
COMPTON, CA 90220
(33.895891, -118.224837)",COM,COMPTON STN,1,,,,,,33.895891,-118.224837
1000508,1,05/14/2013 09:15:00 PM,2013,7200 RICHFIELD AVENUE,PARAMOUNT,CA,90723,1364,"7200 RICHFIELD AVENUE
PARAMOUNT, CA 90723
(33.901823, -118.173125)",LKD,LAKEWOOD STN,1,,,,,,33.901823,-118.173125
1001342,1,12/10/2017 09:26:00 PM,2017,11900 DROXFORD STREET,ARTESIA,CA,90701,1349,"11900 DROXFORD STREET
ARTESIA, CA 90701
(33.862836, -118.076735)",LKD,LAKEWOOD STN,1,,,,,,33.862836,-118.076735
1000141,3,12/21/2013 08:09:00 AM,2013,2000 E. COMPTON BOULEVARD,COMPTON,CA,90220,2826,"2000 E. COMPTON BOULEVARD
COMPTON, CA 90220
(33.896023, -118.201603)",COM,COMPTON STN,,,1,,,,33.896023,-118.201603
1000235,5,10/10/2013 09:25:00 AM,2013,500 W. TEMPLE STREET,LOS ANGELES,CA,90012,8151,"500 W. TEMPLE STREET
LOS ANGELES, CA 90012
(34.057294, -118.245394)",ATD,ALTADENA STN,,,,,1,,34.057294,-118.245394
1000027,3,06/08/2010 05:15:00 PM,2010,9200 BEACH STREET,LOS ANGELES,CA,90002,2172,"9200 BEACH STREET
LOS ANGELES, CA 90002
(33.953272, -118.241913)",CEN,CENTURY STN,,,1,,,,33.953272,-118.241913
1000014,3,01/26/2011 06:15:00 AM,2011,100 SANTA BELLA ROAD,ROLLING HILLS ESTATE,CA,90274,0384,"100 SANTA BELLA ROAD
ROLLING HILLS ESTATE, CA 90274
(33.782692, -118.358133)",LMT,LOMITA STN,,,1,,,,33.782692,-118.358133
1000427,1,11/23/2012 11:08:00 AM,2012,1600 E 118TH PLACE,LOS ANGELES,CA,90059,2131,"1600 E 118TH PLACE
LOS ANGELES, CA 90059
(33.925162, -118.246416)",CEN,CENTURY STN,1,,,,,,33.925162,-118.246416
1000509,2,12/23/2014 06:16:00 PM,2014,10800 WHITTIER BLVD,WHITTIER,CA,90606,1575,"10800 WHITTIER BLVD
WHITTIER, CA 90606
(33.989917, -118.064027)",PRV,PICO RIVERA STN,,1,,,,,33.989917,-118.064027
1000164,4,02/21/2014 08:00:00 AM,2014,15400 KLAMATH STREET,L APUENTE,CA,91744,1432,"15400 KLAMATH STREET
L APUENTE, CA 91744
(34.038508, -117.949762)",IDT,INDUSTRY STN,,,,1,,,34.038508,-117.949762
