,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,Latitude,Longitude,city,zipcode,category1,category2,category3,CensusTract
10203,"[{'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 33.9615311, 'longitude': -118.2563816}",(323) 587-9698,7641.12522879463,randolphs-smoke-house-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/PM1RsoADnrQ9IrrdCod4qA/o.jpg,False,"{'address1': '8472 S Central Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90001', 'country': 'US', 'state': 'CA', 'display_address': ['8472 S Central Ave', 'Los Angeles, CA 90001']}",Randolph's Smoke House,13235879698.0,$$,4.0,63,['pickup'],https://www.yelp.com/biz/randolphs-smoke-house-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.25638159999998,33.9615311,Los Angeles,90001,Barbeque,,,6037535101
10216,"[{'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'latitude': 34.0377826, 'longitude': -118.2428721}",(213) 537-0844,14426.319834904505,comfort-la-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/fqeCa32bFqtkT5PEwUfuag/o.jpg,False,"{'address1': '1110 E 7th St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90021', 'country': 'US', 'state': 'CA', 'display_address': ['1110 E 7th St', 'Los Angeles, CA 90021']}",Comfort LA,12135370844.0,$$,4.5,559,"['pickup', 'delivery']",https://www.yelp.com/biz/comfort-la-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.2428721,34.0377826,Los Angeles,90021,Comfort Food,Chicken Wings,,6037226002
10217,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]","{'latitude': 34.039413, 'longitude': -118.232504}",(323) 825-5381,15123.950220391314,zinc-cafe-and-market-los-angeles-5,https://s3-media3.fl.yelpcdn.com/bphoto/4dfCfxV3e3OCNvtGBzsMhw/o.jpg,False,"{'address1': '580 Mateo St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90013', 'country': 'US', 'state': 'CA', 'display_address': ['580 Mateo St', 'Los Angeles, CA 90013']}",Zinc Cafe & Market,13238255381.0,$$,4.0,1287,"['pickup', 'restaurant_reservation']",https://www.yelp.com/biz/zinc-cafe-and-market-los-angeles-5?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.232504,34.039413,Los Angeles,90013,Breakfast & Brunch,Cocktail Bars,Vegetarian,6037206031
10218,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 33.9458286965869, 'longitude': -118.377566188574}",(310) 410-1712,4725.938942755694,dennys-los-angeles-10,https://s3-media1.fl.yelpcdn.com/bphoto/i5wJKgXMVRUyw0ceIksXMg/o.jpg,False,"{'address1': '5535 W Century', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['5535 W Century', 'Los Angeles, CA 90045']}",Denny's,13104101712.0,$,2.5,198,"['delivery', 'pickup']",https://www.yelp.com/biz/dennys-los-angeles-10?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.37756618857401,33.9458286965869,Los Angeles,90045,Diners,Breakfast & Brunch,American (Traditional),6037277400
10221,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 33.98642, 'longitude': -118.27357}",(323) 238-0257,8153.955158408341,house-of-boba-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/gjFOTlkij1QkxlxcvUjGuA/o.jpg,False,"{'address1': '5930 S Main St', 'address2': 'Ste 102', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90003', 'country': 'US', 'state': 'CA', 'display_address': ['5930 S Main St', 'Ste 102', 'Los Angeles, CA 90003']}",House Of Boba,13232380257.0,$,4.0,32,[],https://www.yelp.com/biz/house-of-boba-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.27357,33.98642,Los Angeles,90003,Coffee & Tea,Juice Bars & Smoothies,Sandwiches,6037239202
10223,"[{'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 33.97429, 'longitude': -118.31316}",(323) 758-8303,5168.77739972372,woodys-bbq-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/1yafvoehCSA78pa1nieFew/o.jpg,False,"{'address1': '1958 W Florence Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90047', 'country': 'US', 'state': 'CA', 'display_address': ['1958 W Florence Ave', 'Los Angeles, CA 90047']}",Woody's BBQ,13237588303.0,$$,3.0,82,"['delivery', 'pickup']",https://www.yelp.com/biz/woodys-bbq-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.31316,33.97429,Los Angeles,90047,Barbeque,,,6037237900
10225,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.0097381464074, 'longitude': -118.265285901725}",,10684.737447761125,tire-shop-taqueria-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/Nc64qDdWngn5hwS7nLdK4g/o.jpg,False,"{'address1': '4069 S Avalon Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90011', 'country': 'US', 'state': 'CA', 'display_address': ['4069 S Avalon Blvd', 'Los Angeles, CA 90011']}",Tire Shop Taqueria,,$,4.5,248,[],https://www.yelp.com/biz/tire-shop-taqueria-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.26528590172501,34.0097381464074,Los Angeles,90011,Mexican,,,6037228310
10235,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 33.9240837097168, 'longitude': -118.24698638916}",(323) 357-1272,7689.650752078077,mariscos-las-palmas-de-colima-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/shtDuWZzt5hFqZtfzvb0MA/o.jpg,False,"{'address1': '1553 E 120th St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90059', 'country': 'US', 'state': 'CA', 'display_address': ['1553 E 120th St', 'Los Angeles, CA 90059']}",Mariscos Las Palmas De Colima,13233571272.0,$,4.0,70,[],https://www.yelp.com/biz/mariscos-las-palmas-de-colima-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.24698638916,33.924083709716804,Los Angeles,90059,Mexican,,,6037540700
10236,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.0107222718441, 'longitude': -118.290144279599}",(323) 432-2474,9695.722427865992,banditos-tacos-and-tequila-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/6NBIng0Fl7vp9ocgwKWWwA/o.jpg,False,"{'address1': '900 W Martin Luther King Jr Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90037', 'country': 'US', 'state': 'CA', 'display_address': ['900 W Martin Luther King Jr Blvd', 'Los Angeles, CA 90037']}",Banditos Tacos & Tequila,13234322474.0,$$,3.5,90,[],https://www.yelp.com/biz/banditos-tacos-and-tequila-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.290144279599,34.0107222718441,Los Angeles,90037,Sports Bars,Tacos,Breakfast & Brunch,6037231710
10240,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'southern', 'title': 'Southern'}]","{'latitude': 34.00372, 'longitude': -118.33256}",(323) 298-0445,8201.002425653469,delicious-southern-cuisine-los-angeles-4,https://s3-media1.fl.yelpcdn.com/bphoto/BV-cFumnyx4Xye8UOkt0uA/o.jpg,False,"{'address1': '4371 Crenshaw Blvd', 'address2': 'Unit D', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90008', 'country': 'US', 'state': 'CA', 'display_address': ['4371 Crenshaw Blvd', 'Unit D', 'Los Angeles, CA 90008']}",Delicious Southern Cuisine,13232980445.0,$$,4.0,127,['pickup'],https://www.yelp.com/biz/delicious-southern-cuisine-los-angeles-4?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.33256000000002,34.00372,Los Angeles,90008,Cajun/Creole,Soul Food,Southern,6037234300
10246,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 33.9758871371886, 'longitude': -118.418015703902}",(424) 835-4777,9585.953041349698,roc-playa-vista-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/bVI5RxcKtq9Bsea-HhlQ7g/o.jpg,False,"{'address1': '12775 Millennium Dr', 'address2': 'Ste 110', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90094', 'country': 'US', 'state': 'CA', 'display_address': ['12775 Millennium Dr', 'Ste 110', 'Los Angeles, CA 90094']}",ROC Playa Vista,14248354777.0,$$,3.5,393,"['pickup', 'restaurant_reservation']",https://www.yelp.com/biz/roc-playa-vista-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.418015703902,33.9758871371886,Los Angeles,90094,Taiwanese,Chinese,,6037275602
10250,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}]","{'latitude': 34.0109188033204, 'longitude': -118.336652624824}",(323) 389-8355,9014.61618464419,cafe-creole-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/mE3zf-TG-t7yvnkwCHN5mQ/o.jpg,False,"{'address1': '3650 W Martin Luther King Jr Blvd', 'address2': 'Ste 144', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90008', 'country': 'US', 'state': 'CA', 'display_address': ['3650 W Martin Luther King Jr Blvd', 'Ste 144', 'Los Angeles, CA 90008']}",Cafe Creole,13233898355.0,$$,4.0,106,"['pickup', 'delivery']",https://www.yelp.com/biz/cafe-creole-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.33665262482401,34.0109188033204,Los Angeles,90008,Cajun/Creole,,,6037236100
10252,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 33.96923, 'longitude': -118.30865}",(323) 752-2205,4774.215259901076,the-best-burger-los-angeles-2,https://s3-media4.fl.yelpcdn.com/bphoto/xEVV58knpVbFnBefjNGtPQ/o.jpg,False,"{'address1': '7730 S Western Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90047', 'country': 'US', 'state': 'CA', 'display_address': ['7730 S Western Ave', 'Los Angeles, CA 90047']}",The Best Burger,13237522205.0,$,3.5,38,[],https://www.yelp.com/biz/the-best-burger-los-angeles-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.30865,33.96923,Los Angeles,90047,American (Traditional),,,6037237900
10258,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.0171789745852, 'longitude': -118.278350606561}",(213) 986-9972,10797.311901344565,holbox-los-angeles-2,https://s3-media3.fl.yelpcdn.com/bphoto/Uq7AhrhJrAg3CCdX1KLDHw/o.jpg,False,"{'address1': '3655 S Grand Ave', 'address2': 'Ste C9', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90007', 'country': 'US', 'state': 'CA', 'display_address': ['3655 S Grand Ave', 'Ste C9', 'Los Angeles, CA 90007']}",Holbox,12139869972.0,$$,4.5,141,[],https://www.yelp.com/biz/holbox-los-angeles-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.27835060656099,34.0171789745852,Los Angeles,90007,Latin American,Seafood,Mexican,6037231100
10262,"[{'alias': 'foodstands', 'title': 'Food Stands'}]","{'latitude': 33.9468517158164, 'longitude': -118.388753040475}",,5733.032548075356,gateway-to-go-food-truck-lot-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/o8i5TMcazMkYqOYXVi7gNA/o.jpg,False,"{'address1': '5985 W Century Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['5985 W Century Blvd', 'Los Angeles, CA 90045']}",Gateway to Go Food Truck Lot,,$$,3.5,27,[],https://www.yelp.com/biz/gateway-to-go-food-truck-lot-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.38875304047501,33.9468517158164,Los Angeles,90045,Food Stands,,,6037980028
10265,"[{'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 33.9888561, 'longitude': -118.3324108}",(323) 294-9443,6539.681308049007,woodys-bar-b-que-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/0KSXy4UVJ5VsdufVGloqcw/o.jpg,False,"{'address1': '3446 W Slauson Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90043', 'country': 'US', 'state': 'CA', 'display_address': ['3446 W Slauson Ave', 'Los Angeles, CA 90043']}",Woody's Bar-B-Que,13232949443.0,$$,3.5,175,[],https://www.yelp.com/biz/woodys-bar-b-que-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.3324108,33.9888561,Los Angeles,90043,Barbeque,,,6037234700
10274,"[{'alias': 'cuban', 'title': 'Cuban'}]","{'latitude': 34.02114, 'longitude': -118.4036}",(310) 558-3168,12194.037851020601,versailles-restaurant-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/ouXXyz23Y1ZefEAuwoqzEA/o.jpg,False,"{'address1': '10319 Venice Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['10319 Venice Blvd', 'Los Angeles, CA 90034']}",Versailles Restaurant,13105583168.0,$$,4.0,1936,['delivery'],https://www.yelp.com/biz/versailles-restaurant-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.4036,34.02114,Los Angeles,90034,Cuban,,,6037269905
10276,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'creperies', 'title': 'Creperies'}]","{'latitude': 33.962223, 'longitude': -118.420906}",(310) 348-9697,9121.467975339054,kcs-crepes-cafe-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/J4a-UE9hITpPgm5bntYglg/o.jpg,False,"{'address1': '8320 Lincoln Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['8320 Lincoln Blvd', 'Los Angeles, CA 90045']}",KC's Crepes Cafe,13103489697.0,$,4.0,675,['pickup'],https://www.yelp.com/biz/kcs-crepes-cafe-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.420906,33.962223,Los Angeles,90045,Coffee & Tea,Creperies,,6037276500
10278,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'latin', 'title': 'Latin American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.0399673504091, 'longitude': -118.255081437528}",(213) 628-3517,14040.751343773512,cilantro-lime-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/pD66KVIngyr9H9hJAeNEjA/o.jpg,False,"{'address1': '934 S Los Angeles St', 'address2': 'Ste 2', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90015', 'country': 'US', 'state': 'CA', 'display_address': ['934 S Los Angeles St', 'Ste 2', 'Los Angeles, CA 90015']}",Cilantro Lime,12136283517.0,$,4.5,198,"['delivery', 'pickup']",https://www.yelp.com/biz/cilantro-lime-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.255081437528,34.0399673504091,Los Angeles,90015,Mexican,Latin American,Breakfast & Brunch,6037207900
10279,"[{'alias': 'creperies', 'title': 'Creperies'}, {'alias': 'streetvendors', 'title': 'Street Vendors'}]","{'latitude': 34.000158, 'longitude': -118.264824}",(323) 557-9967,9845.355039688162,crepes-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/FKyWunxijn2K5NB4e-rhjw/o.jpg,False,"{'address1': '4714 Avalon Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90011', 'country': 'US', 'state': 'CA', 'display_address': ['4714 Avalon Blvd', 'Los Angeles, CA 90011']}",Crepes,13235579967.0,$,4.5,12,[],https://www.yelp.com/biz/crepes-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.264824,34.000158,Los Angeles,90011,Creperies,Street Vendors,,6037229200
10280,"[{'alias': 'indonesian', 'title': 'Indonesian'}, {'alias': 'malaysian', 'title': 'Malaysian'}, {'alias': 'singaporean', 'title': 'Singaporean'}]","{'latitude': 34.029081, 'longitude': -118.411661}",(310) 815-9075,13340.96488235839,simpang-asia-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/67I2yu5248G3wrJVcXtezQ/o.jpg,False,"{'address1': '10433 National Blvd', 'address2': 'Ste 2', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['10433 National Blvd', 'Ste 2', 'Los Angeles, CA 90034']}",Simpang Asia,13108159075.0,$$,4.0,1206,"['delivery', 'pickup']",https://www.yelp.com/biz/simpang-asia-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.411661,34.029081,Los Angeles,90034,Indonesian,Malaysian,Singaporean,6037269904
10282,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 33.9372631162405, 'longitude': -118.273935690522}",(323) 755-2656,5242.796874166676,monster-burger-los-angeles-2,https://s3-media1.fl.yelpcdn.com/bphoto/BihR7AeDHugTLOYou4AdMQ/o.jpg,False,"{'address1': '10901 S Main St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90061', 'country': 'US', 'state': 'CA', 'display_address': ['10901 S Main St', 'Los Angeles, CA 90061']}",Monster Burger,13237552656.0,$,3.5,9,[],https://www.yelp.com/biz/monster-burger-los-angeles-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.27393569052201,33.9372631162405,Los Angeles,90061,Breakfast & Brunch,Mexican,,6037241120
10283,"[{'alias': 'tacos', 'title': 'Tacos'}]","{'latitude': 34.02531, 'longitude': -118.32445}",(323) 373-9671,10617.525753013824,taco-window-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/HnTdAsetM8K0gO3TUIFCcQ/o.jpg,False,"{'address1': '2622 W Jefferson Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90018', 'country': 'US', 'state': 'CA', 'display_address': ['2622 W Jefferson Blvd', 'Los Angeles, CA 90018']}",Taco Window,13233739671.0,$,4.5,88,"['delivery', 'pickup']",https://www.yelp.com/biz/taco-window-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.32445,34.02531,Los Angeles,90018,Tacos,,,6037219020
10284,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'latitude': 33.95968, 'longitude': -118.31648}",(323) 920-7575,3526.5098583412105,wings-and-pot-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/YXvb4mu_T_f4INFgNw6KmQ/o.jpg,False,"{'address1': '2108 W Manchester Ave', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90047', 'country': 'US', 'state': 'CA', 'display_address': ['2108 W Manchester Ave', 'Los Angeles, CA 90047']}",Wings & Pot,13239207575.0,,5.0,4,[],https://www.yelp.com/biz/wings-and-pot-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.31648,33.95968,Los Angeles,90047,Chicken Wings,,,6037238400
10287,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 33.9522972106934, 'longitude': -118.376594543457}",(310) 649-1513,4959.348042552968,taco-express-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/awqNF-u5nkX7LLPodo_HCQ/o.jpg,False,"{'address1': '9200 Aviation Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['9200 Aviation Blvd', 'Los Angeles, CA 90045']}",Taco Express,13106491513.0,$,4.0,48,[],https://www.yelp.com/biz/taco-express-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.37659454345699,33.952297210693395,Los Angeles,90045,Mexican,,,6037277400
10288,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]","{'latitude': 34.0173639, 'longitude': -118.278314392065}",(213) 745-7455,10817.238193519464,azla-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/mY97gY2G8Yblo0UzvaPvxA/o.jpg,False,"{'address1': '3655 S Grand Ave', 'address2': 'Ste C2', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90007', 'country': 'US', 'state': 'CA', 'display_address': ['3655 S Grand Ave', 'Ste C2', 'Los Angeles, CA 90007']}",Azla,12137457455.0,$,4.5,288,"['pickup', 'restaurant_reservation']",https://www.yelp.com/biz/azla-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.27831439206498,34.0173639,Los Angeles,90007,Ethiopian,Vegan,Gluten-Free,6037231100
10292,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 33.9577017162554, 'longitude': -118.416076587836}",(424) 571-2974,8514.805452080573,formosa-boba-men-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/op3o3jtoCGjXWCtFL0vGkg/o.jpg,False,"{'address1': '7000 W Manchester Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90045', 'country': 'US', 'state': 'CA', 'display_address': ['7000 W Manchester Ave', 'Los Angeles, CA 90045']}",Formosa Boba Men,14245712974.0,$,5.0,8,[],https://www.yelp.com/biz/formosa-boba-men-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.416076587836,33.9577017162554,Los Angeles,90045,Taiwanese,Street Vendors,Coffee & Tea,6037278001
10293,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 34.03218, 'longitude': -118.36887}",(323) 934-5390,11917.981569045884,jnj-burger-and-bbq-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/vi25Uu5x636GOBTlUK5b0Q/o.jpg,False,"{'address1': '5754 W Adams Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90016', 'country': 'US', 'state': 'CA', 'display_address': ['5754 W Adams Blvd', 'Los Angeles, CA 90016']}",JNJ Burger  & BBQ,13239345390.0,$,4.0,411,"['delivery', 'pickup']",https://www.yelp.com/biz/jnj-burger-and-bbq-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.36887,34.03218,Los Angeles,90016,Barbeque,Burgers,,6037219902
